title,perex,date,link
У Запоріжжі і Львові відбулись акції на підтримку військових з «Азовсталі»,Підтримати рідних військовополонених прийшли десятки людей,"20:02, 18 травня 2024",https://www.radiosvoboda.org/a/news-lviv-zaporizhzhya-azovstal-aktsiya/32952989.html
"В «Укренерго» назвали дві області, в яких завтра можливі відключення світла","За даними «Укренерго», причина відключень – проведення ремонту на енергооб’єктах після російських ударів, які сталися 18 травня","19:19, 18 травня 2024",https://www.radiosvoboda.org/a/news-ukrenerho-svitlo-vymknennya/32952966.html
У Нікополі внаслідок обстрілу постраждав чоловік – влада,"Лисак зазначив, що у місті пошкоджено приватний будинок, кілька торговельних кіосків і три приватні автомобілі","19:06, 18 травня 2024",https://www.radiosvoboda.org/a/news-nikopol-obstril-rosiya-lysak-ataka/32952956.html
Президентка Грузії наклала вето на закон про «іноагентів»,"«Цей закон не підлягає ні змінам, ні вдосконаленню, і тому, дуже просте вето – цей закон має бути скасований»","18:30, 18 травня 2024",https://www.radiosvoboda.org/a/news-hruziya-prezydent-zakon-inoahenty-veto/32952934.html
Російська ППО «втрачає здатність прикривати Крим» – британська розвідка,"Розвідка припускає, що «РФ буде змушена розосередити повітряні засоби або ризикувати втратою більшої кількості літаків чи передислокували засоби ППО з інших напрямків»","17:48, 18 травня 2024",https://www.radiosvoboda.org/a/news-brytaniya-rozvidka-krym-ataka-zsu-rosiya/32952910.html
У Запоріжжі відбувся мітинг за схвалення закону про демобілізацію,"Без демобілізації, без термінів служби не може бути і успішної мобілізації, кажуть учасники акції","17:26, 18 травня 2024",https://www.radiosvoboda.org/a/news-zaporizhzhya-mitynh-demobilizatsiya-viyna/32952895.html
«Наступного року – в Бахчисараї!»: у Празі відзначили 80-і роковини депортації кримських татар,"Учасники акції порівняли депортацію кримських татар 80 років тому із сучасними діями Росії, яка окупувала Крим і вже 10 років переслідує кримських татар на півострові","16:55, 18 травня 2024",https://www.radiosvoboda.org/a/news-chekhiya-praha-aktsiya-krymski-tatary/32952860.html
У Харкові внаслідок «прильоту» по житловому сектору постраждало 5 людей – влада,"Голова ОВА Олег Синєгубов зазначив, що внаслідок обстрілів є руйнування житлової інфраструктури","16:26, 18 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-obstril-viyna-naslidky/32952850.html
Польща укріплює східний кордон − на це виділили 10 мільярдів злотих,У березні Варшава заявила про посилення присутності військ на сході країни,"16:02, 18 травня 2024",https://www.radiosvoboda.org/a/news-polshcha-skhidnyy-kordon-bezpeka/32952792.html
"Зеленський: Україна та союзники мають «однакові цінності», але часто «різні погляди» на закінчення війни","«Ми хочемо, щоб війна закінчилася справедливим миром для нас. Захід хоче, щоб війна закінчилася. Крапка. Швидше. І для них це справедливий мир»","15:47, 18 травня 2024",https://www.radiosvoboda.org/a/news-zelenskyy-zakinchennya-viyny/32952810.html
"Люди намагалися виїхати з Вовчанська, авто потрапило під обстріл – ОГП повідомляє про загиблих і поранених","За даними слідства, ще перебуваючи в місті вони потрапили під російський обстріл. 70-річний водій автівки та 83-річна пасажирка загинули на місці","15:19, 18 травня 2024",https://www.radiosvoboda.org/a/news-vovchansk-obstril-rf-zhervty/32952797.html
Влада Харкова повідомила про серію вибухів в місті,Повітряні сили ЗСУ близько 14:40 попередили про пуски керованих авіаційних бомб тактичною авіацією на Харківщині,"14:55, 18 травня 2024",https://www.radiosvoboda.org/a/news-vybukhy-kharkiv/32952784.html
Сили РФ за підтримки авіації 5 разів намагалися прорвати оборону біля Липців і Вовчанська – Генштаб ЗСУ,"Як повідомляє Генштаб ЗСУ, станом на 13:30 противник завдав авіаударів поблизу Липців, Веселого, Нескучного та Удів, використавши загалом 17 КАБів","14:45, 18 травня 2024",https://www.radiosvoboda.org/a/news-zsu-vovchansk-kharkivshchyna-nastup-rf/32952778.html
КМДА: у Києві після пошкодження тепломережі на вулиці Антоновича відновили рух,Прорив водогону поблизу станції метро «Либідська» у Києві стався 14 травня,"14:30, 18 травня 2024",https://www.radiosvoboda.org/a/news-kyyiv-remont-antonovycha-vulytsya/32952768.html
"«Злочинець не був покараний, а 10 років тому зло геноциду оновило форму» – Зеленський у 80-ті роковини депортації кримських татар","Володимир Зеленський наголосив, що «наш спільний історичний обовʼязок» – відповісти на удари Росії стійкістю, «перемогою над злом окупації та справедливим покаранням»","14:15, 18 травня 2024",https://www.radiosvoboda.org/a/news-henotsyd-krymski-tatary-zelenskyy/32952758.html
Cили РФ вранці завдали ракетного удару по Одещині – Сили оборони півдня,"Ймовірно, атакували балістичною ракетою «Іскандер-М»","13:51, 18 травня 2024",https://www.radiosvoboda.org/a/news-odeshchyna-udar-rf/32952743.html
"Генштаб ЗСУ: з початку доби було 22 бойових зіткнень, вісім ще тривають",На Харківському напрямку противник не припиняє спроб прорвати оборону українських військ,"13:32, 18 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-sytuatsiya-na-fronti/32952731.html
Зеленський: Україна має чверть необхідних засобів ППО,"«Сьогодні ми маємо близько 25 відсотків того, що нам потрібно для захисту України. Я говорю про протиповітряну оборону»","12:59, 18 травня 2024",https://www.radiosvoboda.org/a/news-ppo-ukrayina-zelenskyy/32952712.html
ОВА: кількість жертв російського удару по Харкову зросла,"За його даними, ще 16 людей лікуються на стаціонарі, двоє – у важкому стані","12:39, 18 травня 2024",https://www.radiosvoboda.org/a/news-udar-rf-kharkiv-obstrily/32952699.html
"Зеленський: наступ Росії може складатися з кількох хвиль, на Харківщині була перша",,"12:26, 18 травня 2024",https://www.radiosvoboda.org/a/news-zelenskyy-nastup-rf-viyna/32952681.html
У Міноборони заявили про успішну авторизацію 150 тисяч людей у застосунку «Резерв+»,"У міністерстві наголошують, що застосунок захищений від DDOS-атак та намагань військ РФ його зламати","11:53, 18 травня 2024",https://www.radiosvoboda.org/a/news-minoborony-avtoryzatsiya-zastosunok-onovlennya-danykh/32952668.html
WSJ: Київ просить США допомоги з визначенням цілей в Росії і скасувати обмеження бити американською зброєю,"Попередні подібні запити, як і прохання дозволити застосування США озброєнь для ударів по об'єктах на території Росії, незмінно відхилялися Вашингтоном","11:21, 18 травня 2024",https://www.radiosvoboda.org/a/news-ssha-dopomoha-udary-po-terytoriyi-rf/32952639.html
Киргизстан: під час сутичок у Бішкеку постраждали 29 іноземців,"За даними медіа, було затримано 50 людей","10:53, 18 травня 2024",https://www.radiosvoboda.org/a/news-bishkek-protesty-zatrymannya-postrazhdali/32952618.html
На Полтавщині через атаку РФ дронами пошкоджена енергетична інфраструктура – ОВА,У ніч на 18 травня російські дрони атакували два об’єкти енергетичної інфраструктури у східному та центральному регіонах,"10:43, 18 травня 2024",https://www.radiosvoboda.org/a/news-poltavshchyna-enerhoinfrastruktura-ataka-rf/32952610.html
"В уряді Словаччини не виключають, що нападник на Фіцо мав спільників","Міністр відкинув чутки, що спільниками нападника могли бути чоловік і жінка, які стояли біля бар’єра, звідки той стріляв","23:26, 19 травня 2024",https://www.radiosvoboda.org/a/news-fitso-slovachchyna-strilyanyna/32953984.html
"«Треба відтіснити Путіна»: у Британії розповіли, яку допомогу надішлють Україні","Британія за три тижні травня передала Україні вже 80 ракет для протиповітряної оборони, каже профільний міністр","23:01, 19 травня 2024",https://www.radiosvoboda.org/a/news-brytaniya-dopomoha-ukrayina-zsu-viyna/32953976.html
"В «Укренерго» пояснили, чи вплине потепління на відключення світла","Відключення світла, як пояснив Кудрицький, «будуть до того часу, поки не вдасться відновити пошкоджені російськими атаками об’єкти генерації»","22:40, 19 травня 2024",https://www.radiosvoboda.org/a/news-elektroenerhiya-svitlo-vidklyuchennya-ukrenerho/32953965.html
"Сили РФ обстріляли Вовчанськ, є загиблий і поранені – прокуратура","У прокуратурі кажуть, що в місті та населених пунктах громади знищено житлові будинки, лікарні та інші об’єкти цивільні інфраструктури","22:04, 19 травня 2024",https://www.radiosvoboda.org/a/news-vovchansk-viyna-rosiya-obstril/32953955.html
Зведення Генштабу ЗСУ: російські військові тиснуть на Покровському напрямку,«Сили оборони гнучко реагують на дії окупантів та вживають всіх необхідних заходів для виснаження наступального потенціалу російських військ»,"21:35, 19 травня 2024",https://www.radiosvoboda.org/a/news-viyna-henshtab-zsu-rosiya-zvedennya-front/32953950.html
На Харківщині 20 травня оголосили днем жалоби – ОВА,"Голова Харківської ОВА нагадав, що серед загиблих – вагітна жінка","21:02, 19 травня 2024",https://www.radiosvoboda.org/a/news-kharkivshchyna-obstril-zahybli-zhaloba-ova/32953941.html
"У ЄС кажуть, що «пильно стежать» за новинами про аварію гелікоптера президента Ірану","У неділю, 19 травня, гелікоптер із президентом Ірану Ібрагімом Раїсі на борту «здійснив грубу посадку»","20:36, 19 травня 2024",https://www.radiosvoboda.org/a/news-iran-avariya-prezydent-yevrosoyuz-helikopter/32953924.html
«Окупант не досягне свого завдання»: Зеленський щодо ситуації на фронті,Російські сили зранку 10 травня розпочали наступальні дії в Харківській області уздовж українсько-російського кордону,"20:02, 19 травня 2024",https://www.radiosvoboda.org/a/news-zelenskyy-nastup-rosiya-kharkivshchyna-zsu/32953902.html
«Укренерго» оголосило про відключення світла 20 травня,"Енергетики запевнили, що світло не будуть відключати об’єктам критичної інфраструктури","19:33, 19 травня 2024",https://www.radiosvoboda.org/a/news-ukrenerho-svitlo-vymknennya/32953890.html
«Життя президента Ірану під загрозою»: на місці катастрофи гелікоптера триває пошукова операція,«Туманна погода і непрохідність місцевості ускладнюють пошукові роботи»,"18:55, 19 травня 2024",https://www.radiosvoboda.org/a/news-iran-prezydent-helikopter-avariya-poshuky/32953868.html
"На фронті від початку доби 90 боєзіткнень, атаки на Курахівському напрямку подвоїлись – Генштаб ЗСУ","«Наші захисники стійко тримають зайняті позиції, б’ють ворога та знищують його техніку»","18:22, 19 травня 2024",https://www.radiosvoboda.org/a/news-viyna-henshtab-zsu-rosiya/32953849.html
Удар по базі відпочинку під Харковом: в ОГП кажуть про 27 постраждалих і 6 загиблих,"Російські військові регулярно з різних видів озброєння – ударними БПЛА, ракетами, КАБами, РСЗВ – атакують українські регіони","18:09, 19 травня 2024",https://www.radiosvoboda.org/a/news-kharkivshchyna-baza-vidpochynku-raketnyy-udar-rosiya/32953843.html
"Виставка просто неба, фаєри і збір донатів: у Дніпрі відбулася акція на підтримку українських військовополонених","За словами організаторів, виставка має на меті привернути увагу суспільства, влади та світової спільноти до становища українських військовополонених","17:37, 19 травня 2024",https://www.radiosvoboda.org/a/news-dnipro-aktsiya-poloneni-viyna-foto/32953828.html
"У Словаччині кажуть, що життю Фіцо «нічого не загрожує»",,"17:02, 19 травня 2024",https://www.radiosvoboda.org/a/news-fitso-poranennya-slovachchyna-stan/32953813.html
Гелікоптер із президентом Ірану на борту «здійснив грубу посадку» – ЗМІ,"Подробиці аварії поки невідомі, за попередніми даними, обійшлося без жертв","16:29, 19 травня 2024",https://www.radiosvoboda.org/a/news-iran-prezydent-avariya-hruba-posadka-helikopter/32953782.html
"Сили РФ атакували цвинтар у Харкові, є постраждалі – влада","Голова ОВА Олег Синєгубов уточнив, що, «попередньо, росіяни атакували Шевченківський район міста за допомогою КАБів»","16:18, 19 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-obstril-viyna-kladovyshche/32953774.html
"П’ятеро людей загинули через обстріл Куп’янського району Харківщини, знову вибухи в Харкові – влада","Таким чином, число загиблих внаслідок російських ударів на Харківщині 19 травня зросло до 10, поранених – до 25","15:52, 19 травня 2024",https://www.radiosvoboda.org/a/news-kharkivshchyna-zahybli/32953753.html
Генштаб: російські війська активізувалися на Сіверському і Покровському напрямках,«Інтенсивні бойові дії тривають майже по всій лінії фронту»,"15:21, 19 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-siverskyi-pokrovskyi-napriamok/32953737.html
Пакистан евакуює студентів після нападу на іноземців у Бішкеку,"Посольство Пакистану в Бішкеку повідомило киргизькій службі Радіо Свобода 19 травня, що на найближчі кілька днів організовані спеціальні рейси для репатріації пакистанських студентів","14:54, 19 травня 2024",https://www.radiosvoboda.org/a/news-bishkek-sutychky-pakystan/32953714.html
"Удар РФ по місцю відпочинку під Харковом: число жертв зросло, серед загиблих – вагітна жінка","«Росіяни двічі нанесли удар по об’єкту – знову застосовують тактику «подвійних ударів», яка спрямована на знищення мирних людей, медиків і рятувальників»","14:13, 19 травня 2024",https://www.radiosvoboda.org/a/news-kharkivskyi-raion-udar/32953689.html
Міненерго не планує обмежень електропостачання 19 травня і закликає економити,«Важливо зменшити використання енергоємних приладів у пікові години (особливо ввечері з 17:00 до 22:00)»,"13:39, 19 травня 2024",https://www.radiosvoboda.org/a/news-minenerho-obmezhennia/32953658.html
Дрони СБУ атакували російський аеродром «Кущевська» і Слов’янський НПЗ – джерело,Це вже друга атака дронів СБУ на військовий аеродром «Кущевська» і Слов’янський НПЗ за останні три тижні,"13:17, 19 травня 2024",https://www.radiosvoboda.org/a/news-drony-sbu-rosia-aerodrom-npz/32953645.html
"ОВА: під Харковом через удар РФ загинули 4 людини, 8 – поранені","«Вдарили по території, де відпочивали місцеві жителі»","12:43, 19 травня 2024",https://www.radiosvoboda.org/a/news-kharkivskyi-raion-zahybli/32953619.html
Генштаб: російські війська за добу здійснили понад чотири тисячі обстрілів позицій ЗСУ,"У командуванні уточнили, що з початку поточної доби відбулося 39 бойових зіткнень","12:32, 19 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-front-obstrily/32953607.html
"Двоє людей загинули, 13 – поранені через обстріли на Харківщині вранці 19 травня – влада","Зокрема, удари зафіксовані в Малоданилівській громаді, серед поранених – фельдшер екстреної допомоги, пошкоджене авто «швидкої»","12:07, 19 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-udary/32953594.html
ВМС: українські військові знищили тральщик Чорноморського флоту РФ,«Сьогодні вночі Силами оборони України знищено морський тральщик ЧФ РФ проєкту 266-М «Ковровец»,"11:26, 19 травня 2024",https://www.radiosvoboda.org/a/news-vms-flot-rf/32953555.html
"Чотири людини загинули, 15 – поранені за добу через обстріли РФ у чотирьох областях – ОВА","Російські військові регулярно з різних видів озброєння – ударними БПЛА, ракетами, КАБами, РСЗВ – атакують українські регіони","10:57, 19 травня 2024",https://www.radiosvoboda.org/a/news-ova-zahybli-obstrily/32953530.html
Південь Росії і окупований Крим зазнали удару в ніч на 19 травня,Один із дронів упав на території нафтопереробного заводу у Слов’янську-на-Кубані,"10:12, 19 травня 2024",https://www.radiosvoboda.org/a/news-rosia-krym-ataka-drony/32953499.html
В ISW проаналізували наміри військ РФ щодо Часового Яру і Вовчанська,"«Російські війська, ймовірно, готуються до другого етапу наступальної операції на півночі Харківської області, яку вони, ймовірно, мають намір розпочати після можливого захоплення ними Вовчанська»","09:46, 19 травня 2024",https://www.radiosvoboda.org/a/news-isw-vovchansk-chasiv-yar/32953486.html
«Некомфортно надсилати співчуття» – Ландсберґіс нагадав про роль Ірану у війні проти України,Раніше співчуття через смерть іранських лідерів висловили голова Європейської ради Шарль Мішель та очільник дипломатії ЄС Жозеп Боррель,"23:29, 20 травня 2024",https://www.radiosvoboda.org/a/news-landsbergis-iran-spivchuttja/32955499.html
"ОВА: ввечері війська РФ атакували Херсонщину, поранено двох людей",Ввечері 20 травня російська армія атакувала Білозерку,"23:04, 20 травня 2024",https://www.radiosvoboda.org/a/news-bilozerka-obstril-poraneni/32955493.html
«Поки нічого позитивного» – Зеленський про переговори з союзниками про дозвіл на удари по РФ,"Київ, за словами українського президента, веде переговори з партнерами щодо використання їхньої зброї для ударів по військовій техніці РФ на території Росії","22:54, 20 травня 2024",https://www.radiosvoboda.org/a/news-zelenskyj-dozvil-na-vykorystannja-zbroji-po-rf/32955491.html
У Німеччині під час сварки був тяжко поранений 15-річний українець – медіа,"За даними німецьких правоохоронців, наразі життю хлопця нічого не загрожує","22:46, 20 травня 2024",https://www.radiosvoboda.org/a/news-nimechchyna-nozhove-poranennya-ukrayinets/32955487.html
"США очікують, що Україна буде використовувати американську зброю всередині країни – Остін","«Ми очікуємо, що вони продовжать використовувати надану зброю по цілях в Україні»","22:14, 20 травня 2024",https://www.radiosvoboda.org/a/news-ostin-zbroya-terytoriya-rosiyi/32955472.html
РФ привласнила понад 13 тисяч будинків та квартир на окупованій території – ЗМІ,"За даними ООН на січень поточного року, близько 10 мільйонів українців були змушені залишити будинки через повномасштабні бойові дії і досі не повернулися","21:59, 20 травня 2024",https://www.radiosvoboda.org/a/news-rf-pryvlasnyla-ponad-13-tysjach-budynkiv-v-ukrajini/32955466.html
Іспанія надасть Україні другу партію танків Leopard і ракети для Patriot – Міноборони,"Зазначено, що нова партія танків Leopard буде передана наприкінці наступного місяця","21:27, 20 травня 2024",https://www.radiosvoboda.org/a/news-ispaniya-rakety-petriot-leopard-tanky/32955449.html
Байден назвав «обурливою» вимогу прокурора МКС видати ордер на арешт Нетаньягу,"20 травня прокурор Міжнародного кримінального суду Карім Хан зажадав видати ордери на арешт премʼєр-міністра Ізраїлю Біньяміна Нетаньягу, міністра оборони Ізраїлю Йоава Галанта та трьох лідерів палестинського угруповання «Хамас»","21:20, 20 травня 2024",https://www.radiosvoboda.org/a/news-biden-mks-netaniahu/32955445.html
"Сирський хоче більше нових бригад, замість поповнення вже існуючих – Безугла","«Цей прийшов і теж хоче створити певну частину бригад замість того, щоб зробити акцент на поповненні діючих підрозділів»","20:57, 20 травня 2024",https://www.radiosvoboda.org/a/news-bezuhla-syrs%CA%B9kyy-novi-bryhady/32955434.html
В усій Україні знову оголосили повітряну тривогу – вже третю за день (відбій),"Як повідомили у телеграмі Повітряні сили ЗСУ, небезпека оголошена через зліт у Росії МіГ-31К","20:47, 20 травня 2024",https://www.radiosvoboda.org/a/news-povitryana-tryvoha-ukrajina/32955429.html
«Тривають бої біля Стариці та Вовчанська» – Генштаб ЗСУ у зведенні,"«Ворог продовжує найактивніше атакувати на Покровському напрямку, де загальна кількість боєзіткнень зросла до 24», – вказано в повідомленні","20:31, 20 травня 2024",https://www.radiosvoboda.org/a/news-genshtab-vechirne-zvedennja/32955418.html
Унаслідок обстрілу РФ Липців на Харківщині поранено людину – прокуратура,"За попередніми даними прокуратури, війська РФ били по селу Липці з артилерії","20:29, 20 травня 2024",https://www.radiosvoboda.org/a/news-lyptsi-artyleriyskyy-obstril/32955417.html
"Війська РФ обстрілювали Дніпропетровщину з артилерії, постраждав чоловік – ОВА",Російські війська 20 травня здійснили чотири артилерійські обстріли,"19:48, 20 травня 2024",https://www.radiosvoboda.org/a/news-dnipropetrovshchyna-obstrily-lysak/32955389.html
«Укренерго» попереджає про застосування графіків відключень світла у вівторок по всій Україні,"Енергетики попереджають, що вони можуть бути застосовані при перевищенні визначених обсягів лімітів споживання в певному регіоні","19:29, 20 травня 2024",https://www.radiosvoboda.org/a/news-ukrenerho-vidklyuchennya-svitla/32955373.html
Чорногоренко: у додатку «Резерв+» скоро з’явиться електронне направлення на ВЛК,Цей функціонал може з’явитися у додатку у кінці червня або на початку липня,"19:12, 20 травня 2024",https://www.radiosvoboda.org/a/news-dodatok-rezerv-napravlennya-vlk/32955355.html
В усій Україні вдруге за день оголошували повітряну тривогу,Зафіксовано зліт шести МіГ-31К,"18:33, 20 травня 2024",https://www.radiosvoboda.org/a/news-povitryana-tryvoha-mih/32955319.html
НАБУ каже про завершення слідства у справі про заволодіння майном аеропорту «Одеса»,Справа стосується заволодіння майном аеропорту «Одеса» вартістю 118 мільйонів гривень та доходом від його діяльності протягом десяти років,"18:23, 20 травня 2024",https://www.radiosvoboda.org/a/news-aeroport-odesa-kostusyev-nabu/32955311.html
Генштаб: найактивніші наступальні дії війська РФ ведуть на Покровському напрямку,"На Харківському напрямку тривають два боєзіткнення, неподалік села Стариця та міста Вовчанськ","17:51, 20 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-sytuatsiya-na-fronti/32955273.html
Кримчанина Рустема Османова катують у російській в’язниці – Лубінець,"«Як стало відомо, політв’язня протягом останніх трьох тижнів утримують у штрафному ізоляторі»","17:27, 20 травня 2024",https://www.radiosvoboda.org/a/news-osmanov-katuvannya-krym-lubinets/32955216.html
Уряд повідомляє про розширення критеріїв для бронювання працівників ОПК від мобілізації,"Як уточнює Мінстратегпром, зміни стосуються критеріїв, які дають підставу для бронювання від 50% працівників, незалежно від військово-облікової спеціальності","17:09, 20 травня 2024",https://www.radiosvoboda.org/a/news-uriad-kryterii-broniuvannia-opk/32955204.html
Грузія: депутати планують подолати вето президентки на закон про «іноагентів» – спікер парламенту,"Папуашвілі заявив, що парламент подолає вето на засіданні наступного тижня","16:56, 20 травня 2024",https://www.radiosvoboda.org/a/news-hruziya-veto-inoahenty/32955190.html
Остін на відкритті зустрічі «Рамштайн»: більше допомоги від США на підході,"«Кремлівські сили будуть намагатися просунутися далі найближчими тижнями і створити буферну зону вздовж українського кордону», каже голова Пентагону","16:38, 20 травня 2024",https://www.radiosvoboda.org/a/news-ostin-zustrich-ramshtain-dopomoha-ssha/32955164.html
«Війна закінчиться переговорами»: Литвиненко про українську формулу миру,"«Наша позиція дуже проста і переконаний, вона буде підтримана учасниками саміту миру у Швейцарії у червні 2024 року»","16:29, 20 травня 2024",https://www.radiosvoboda.org/a/news-lytvynenko-perehovory-formula-myru/32955150.html
Справу проти ексмера Куп’янська про держзраду передали до суду. Він у розшуку,"За даними слідства, на початку повномасштабного вторгнення Росії до України Купʼянський міський голова «добровільно перейшов на бік російських сил»","16:05, 20 травня 2024",https://www.radiosvoboda.org/a/news-prokuratura-sprava-eksmer-kupyansk-sud/32955120.html
Прокурор МКС просить Суд видати ордери на арешт лідерів «Хамас» і Нетаньягу,"«Ніхто не стоїть вище закону», заявив прокурор Хан у коментарі CNN","15:38, 20 травня 2024",https://www.radiosvoboda.org/a/news-prokuror-mks-order-aresht-hamas-netanyahu/32955086.html
"Представник ОВА: Сили оборони контролюють Вовчанськ «приблизно на 60%, штурми не припиняються»","Російські війська в основному зосереджують зусилля на напрямках Липців, Вовчанська та його лівого й правого флангів, заявив Семенуха","14:56, 20 травня 2024",https://www.radiosvoboda.org/a/news-ova-syly-oborony-vovchansk/32955024.html
Прем’єр Хорватії у розмові із Зеленським підтвердив участь у Саміті миру,"Розмова також стосувалася підтримки Хорватією початку переговорів про вступ України до Євросоюзу, заявив Зеленський","14:28, 20 травня 2024",https://www.radiosvoboda.org/a/news-horvatia-plenkovic-samit-myru/32954980.html
Обстріл Степногірська: голова Запорізької ОВА повідомив про загиблого,«Росіяни знову гатили по цивільних будинках. Від ворожого обстрілу загинув чоловік. Є руйнування»,"14:01, 20 травня 2024",https://www.radiosvoboda.org/a/news-obstril-stepnohirsk-zahyblyi/32954945.html
«Агентство»: YouTube вперше на запит влади РФ почав блокувати відео про ухилення від мобілізації,"У коментарі «Агентству» експерт із кібербезпеки, який побажав залишитися неназваним, повідомив, що до цього YouTube не блокував опозиційний контент на вимогу російської влади","13:52, 20 травня 2024",https://www.radiosvoboda.org/a/news-youtube-rosia/32954933.html
На Покровському напрямку на окремих ділянках ситуація вимагає від ЗСУ «проведення маневру» – Генштаб,,"23:09, 21 травня 2024",https://www.radiosvoboda.org/a/news-pokrovskyy-napryamok-manevry/32958054.html
Конгресмени США просять дозволити Україні застосовувати західну зброю на території РФ – звернення,"У зверненні зазначено, що українці не можуть ефективно захищатися через політику адміністрації президента США Джо Байдена","22:53, 21 травня 2024",https://www.radiosvoboda.org/a/news-udary-po-rosiyi-konhresmeny/32958048.html
У Вовчанську залишаються близько 100 людей – Синєгубов,,"22:46, 21 травня 2024",https://www.radiosvoboda.org/a/news-vovchansk-evakuatsiya-ova/32958046.html
«Ми помилилися»: фонд Яніни Соколової вибачився за свою соціальну рекламу,"На рекламних бордах були написані фрази: «життя не має сенсу», «буде лише гірше», «з депресії не вийти»","22:23, 21 травня 2024",https://www.radiosvoboda.org/a/news-sokolova-reklama-fondu/32958036.html
ОП: Україна та Швеція розпочали переговори щодо укладення безпекової угоди,"В Офісі президента зауважують, що сторони детально обговорили положення проєкту документа та узгодили подальші кроки","22:06, 21 травня 2024",https://www.radiosvoboda.org/a/news-ukrayina-shvetsiya-perehovory-bezpekova-uhoda/32958027.html
В уряді заявили про підготовку постанови щодо справедливих графіків вимкнення світла,"За словами Дениса Шмигаля, принципово, щоб графіки вимкнень споживачів були «раціональними, справедливими та рівномірними»","21:45, 21 травня 2024",https://www.radiosvoboda.org/a/news-uryad-postanova-spravedlyvi-hrafiky-vymknennya/32958011.html
Лауреаткою премії імені Георгія Ґонґадзе-2024 стала Тетяна Трощинська,"Цього року на відзнаку також претендували Анна Бабінець і
Ольга Руденко","21:26, 21 травня 2024",https://www.radiosvoboda.org/a/news-troshchynska-premiya-honhadze/32958004.html
Генштаб ЗСУ: на Покровському напрямку біля 5 населених пунктів тривають бої,На цьому напрямку було 33 спроби сил РФ покращити тактичне положення,"21:14, 21 травня 2024",https://www.radiosvoboda.org/a/news-sytuatsiya-na-fronti-henshtab/32958001.html
"Зеленський закликав партнерів збивати російські ракети, або дати Україні 120 F-16 для самостійного захисту неба","Зеленський розповів, що неодноразово піднімав це питання, але «усі бояться ескалації»","21:11, 21 травня 2024",https://www.radiosvoboda.org/a/news-zelenskyy-zbyvaty-rakety-f-16/32957999.html
"«Комунікація з партнерами має відображатися засобами ураження на передовій цими тижнями, а не влітку» – Зеленський після «Рамштайну»","Володимир Зеленський зазначив, що всі партнери повністю поінформовані щодо актуальності потреб та реальної фронтової ситуації","20:36, 21 травня 2024",https://www.radiosvoboda.org/a/news-zelenskyy-raymshtayn-reaktsiya/32957974.html
Прем’єр-міністр Чечні подав у відставку. Виконувачем обов’язків глави уряду став родич Кадирова,Виконувачем обов’язків голови уряду став Іса Тумхаджієв – міністр автомобільних доріг Чечні. Він одружений з родичкою Кадирова і є його зятем,"20:22, 21 травня 2024",https://www.radiosvoboda.org/a/news-khuchiyev-kadyrov-zyat/32957964.html
Нікополь і околиці зазнали майже 20 атак за день – голова ОВА,"Нікополь регулярно зазнає російських атак з різних видів озброєння – ударних БПЛА, артилерії","20:15, 21 травня 2024",https://www.radiosvoboda.org/a/news-nikopol-20-atak-za-den-lysak/32957959.html
У Міноборони повідомили про запуск електронної черги до ТЦК. Вона працює у тестовому режимі,Записатися на прийом до ТЦК та СП для оновлення даних можна на сайті Міністерства оборони,"19:50, 21 травня 2024",https://www.radiosvoboda.org/a/news-ttsk-elektronna-cherha/32957933.html
Канада запровадила санкції проти двох громадян та шести компаній РФ за перевезення зброї з КНДР,"За даними Служби безпеки України, російські військові з кінця 2023 року випустили по Україні понад 20 ракет Hwasong-11, які виробляють у КНДР","19:24, 21 травня 2024",https://www.radiosvoboda.org/a/news-canada-sankciji-do-rf-cherez-perevezennja-zbroji-z-kndr/32957895.html
Тимошко: російські війська атакували дроном автомобіль поліцейських на Харківщині,Правоохоронець мав евакуювати людей у Вовчанській громаді,"19:20, 21 травня 2024",https://www.radiosvoboda.org/a/news-avtomobil-politseyskykh-ataka-dronom/32957892.html
«Інтенсивність зростає» – пресофіцер про ситуацію біля Часового Яру,"Російські військові «посилюють і артилерійську дію, безпосередньо залучаючи сюди ракетні системи залпового вогню, а також і ствольну артилерію» – Олег Калашников","19:02, 21 травня 2024",https://www.radiosvoboda.org/a/news-chasiv-jar-intensyvnist-zrostaje-presoficer/32957875.html
